GearID,Brand,Series,Model,UseClass,LengthM,Power,Action,LureMinG,LureMaxG,LineMinKg,LineMaxKg,WeightG,Sensitivity,Control,FightingPower,CastPotential,PriceJPY,PrimaryUse,Status
rod-0653,River Craft,STREAMLINE,203ULF,Ajing,2.03,UL,Fast,0.5,5,1.5,4,135,72,70,56,46,18000,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0654,River Craft,STREAMLINE,213ULF,Ajing,2.13,UL,Fast,0.5,5,1.5,4,138,72,70,56,48,18800,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0655,River Craft,STREAMLINE,223ULF,Ajing,2.23,UL,Fast,0.5,5,1.5,4,141,72,70,56,50,19600,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0656,River Craft,MOUNTAINEDGE,209LF,Mebaring,2.09,L,Fast,1,8,2,5,137,72,70,56,47,20500,メバル/ライト,FICTIONAL_CONTENT
rod-0657,River Craft,MOUNTAINEDGE,219LF,Mebaring,2.19,L,Fast,1,8,2,5,140,72,70,56,49,19700,メバル/ライト,FICTIONAL_CONTENT
rod-0658,River Craft,MOUNTAINEDGE,229LF,Mebaring,2.29,L,Fast,1,8,2,5,142,72,70,56,52,18900,メバル/ライト,FICTIONAL_CONTENT
rod-0659,River Craft,MOUNTAINEDGE,239LF,Mebaring,2.39,L,Fast,1,8,2,5,145,72,70,56,54,19700,メバル/ライト,FICTIONAL_CONTENT
rod-0660,River Craft,MOUNTAINEDGE,249LF,Mebaring,2.49,L,Fast,1,8,2,5,148,72,70,56,56,20500,メバル/ライト,FICTIONAL_CONTENT
rod-0661,River Craft,STREAMLINE,155ULM,Trout Stream,1.55,UL,Moderate,1,7,1.5,4,122,68,70,56,35,21300,渓流,FICTIONAL_CONTENT
rod-0662,River Craft,STREAMLINE,165ULM,Trout Stream,1.65,UL,Moderate,1,7,1.5,4,125,68,70,56,37,20500,渓流,FICTIONAL_CONTENT
rod-0663,River Craft,STREAMLINE,175ULM,Trout Stream,1.75,UL,Moderate,1,7,1.5,4,127,68,70,56,39,19700,渓流,FICTIONAL_CONTENT
rod-0664,River Craft,STREAMLINE,185ULM,Trout Stream,1.85,UL,Moderate,1,7,1.5,4,130,68,70,56,42,20500,渓流,FICTIONAL_CONTENT
rod-0665,River Craft,STREAMLINE,195ULM,Trout Stream,1.95,UL,Moderate,1,7,1.5,4,133,68,70,56,44,21300,渓流,FICTIONAL_CONTENT
rod-0666,River Craft,MOUNTAINEDGE,193LM,Trout Lake,1.93,L,Moderate,2,12,2,6,132,68,70,56,43,22200,湖トラウト,FICTIONAL_CONTENT
rod-0667,River Craft,MOUNTAINEDGE,203LM,Trout Lake,2.03,L,Moderate,2,12,2,6,135,68,70,56,46,21400,湖トラウト,FICTIONAL_CONTENT
rod-0668,River Craft,MOUNTAINEDGE,213LM,Trout Lake,2.13,L,Moderate,2,12,2,6,138,68,70,56,48,20600,湖トラウト,FICTIONAL_CONTENT
rod-0669,River Craft,MOUNTAINEDGE,223LM,Trout Lake,2.23,L,Moderate,2,12,2,6,141,68,70,56,50,21400,湖トラウト,FICTIONAL_CONTENT
rod-0670,River Craft,MOUNTAINEDGE,233LM,Trout Lake,2.33,L,Moderate,2,12,2,6,144,68,70,56,52,22200,湖トラウト,FICTIONAL_CONTENT
rod-0671,River Craft,MOUNTAINEDGE,163ULS,Area Trout,1.63,UL,Slow,0.5,5,1,4,124,64,70,56,37,42600,管理釣り場,FICTIONAL_CONTENT
rod-0672,River Craft,MOUNTAINEDGE,173ULS,Area Trout,1.73,UL,Slow,0.5,5,1,4,127,64,70,56,39,41800,管理釣り場,FICTIONAL_CONTENT
rod-0673,River Craft,MOUNTAINEDGE,183ULS,Area Trout,1.83,UL,Slow,0.5,5,1,4,130,64,70,56,41,41000,管理釣り場,FICTIONAL_CONTENT
rod-0674,River Craft,MOUNTAINEDGE,193ULS,Area Trout,1.93,UL,Slow,0.5,5,1,4,132,64,70,56,43,41800,管理釣り場,FICTIONAL_CONTENT
rod-0675,River Craft,MOUNTAINEDGE,203ULS,Area Trout,2.03,UL,Slow,0.5,5,1,4,135,64,70,56,46,42600,管理釣り場,FICTIONAL_CONTENT
rod-0676,Blue Horizon,TUNAARC,300XHM,Heavy Shore Jigging,3,XH,Moderate,50,150,20,45,206,60,58,78,73,41900,大型青物,FICTIONAL_CONTENT
rod-0677,Blue Horizon,TUNAARC,310XHM,Heavy Shore Jigging,3.1,XH,Moderate,50,150,20,45,209,60,58,78,75,41100,大型青物,FICTIONAL_CONTENT
rod-0678,Blue Horizon,TUNAARC,320XHM,Heavy Shore Jigging,3.2,XH,Moderate,50,150,20,45,213,60,58,78,78,40300,大型青物,FICTIONAL_CONTENT
rod-0679,Blue Horizon,TUNAARC,330XHM,Heavy Shore Jigging,3.3,XH,Moderate,50,150,20,45,216,60,58,78,80,41100,大型青物,FICTIONAL_CONTENT
rod-0680,Blue Horizon,TUNAARC,340XHM,Heavy Shore Jigging,3.4,XH,Moderate,50,150,20,45,219,60,58,78,83,41900,大型青物,FICTIONAL_CONTENT
rod-0681,Blue Horizon,OFFSHORE-X,171MHM,Offshore Light Jig,1.71,MH,Moderate,40,120,12,30,153,60,62,72,38,42800,ライトジギ,FICTIONAL_CONTENT
rod-0682,Blue Horizon,OFFSHORE-X,181MHM,Offshore Light Jig,1.81,MH,Moderate,40,120,12,30,156,60,62,72,41,42000,ライトジギ,FICTIONAL_CONTENT
rod-0683,Blue Horizon,OFFSHORE-X,191MHM,Offshore Light Jig,1.91,MH,Moderate,40,120,12,30,159,60,62,72,43,41200,ライトジギ,FICTIONAL_CONTENT
rod-0684,Blue Horizon,OFFSHORE-X,201MHM,Offshore Light Jig,2.01,MH,Moderate,40,120,12,30,162,60,62,72,45,42000,ライトジギ,FICTIONAL_CONTENT
rod-0685,Blue Horizon,OFFSHORE-X,211MHM,Offshore Light Jig,2.11,MH,Moderate,40,120,12,30,165,60,62,72,47,42800,ライトジギ,FICTIONAL_CONTENT
rod-0686,Blue Horizon,TUNAARC,163HM,Offshore Jigging,1.63,H,Moderate,80,220,20,50,163,60,62,78,37,43600,オフショアジギ,FICTIONAL_CONTENT
rod-0687,Blue Horizon,TUNAARC,173HM,Offshore Jigging,1.73,H,Moderate,80,220,20,50,167,60,62,78,39,42800,オフショアジギ,FICTIONAL_CONTENT
rod-0688,Blue Horizon,TUNAARC,183HM,Offshore Jigging,1.83,H,Moderate,80,220,20,50,170,60,62,78,41,42000,オフショアジギ,FICTIONAL_CONTENT
rod-0689,Blue Horizon,TUNAARC,193HM,Offshore Jigging,1.93,H,Moderate,80,220,20,50,173,60,62,78,43,42800,オフショアジギ,FICTIONAL_CONTENT
rod-0690,Blue Horizon,TUNAARC,203HM,Offshore Jigging,2.03,H,Moderate,80,220,20,50,176,60,62,78,46,43600,オフショアジギ,FICTIONAL_CONTENT
rod-0691,Blue Horizon,OFFSHORE-X,219HF,Casting,2.19,H,Fast,30,120,15,40,181,64,62,78,49,44500,オフショアキャスト,FICTIONAL_CONTENT
rod-0692,Blue Horizon,OFFSHORE-X,229HF,Casting,2.29,H,Fast,30,120,15,40,184,64,62,78,52,43700,オフショアキャスト,FICTIONAL_CONTENT
rod-0693,Blue Horizon,OFFSHORE-X,239HF,Casting,2.39,H,Fast,30,120,15,40,187,64,62,78,54,42900,オフショアキャスト,FICTIONAL_CONTENT
rod-0694,Blue Horizon,OFFSHORE-X,249HF,Casting,2.49,H,Fast,30,120,15,40,190,64,62,78,56,43700,オフショアキャスト,FICTIONAL_CONTENT
rod-0695,Blue Horizon,OFFSHORE-X,259HF,Casting,2.59,H,Fast,30,120,15,40,193,64,62,78,58,44500,オフショアキャスト,FICTIONAL_CONTENT
rod-0696,Blue Horizon,TUNAARC,224XHM,Big Game,2.24,XH,Moderate,60,200,25,60,182,60,62,78,50,45300,大型回遊魚,FICTIONAL_CONTENT
rod-0697,Blue Horizon,TUNAARC,234XHM,Big Game,2.34,XH,Moderate,60,200,25,60,186,60,62,78,53,44500,大型回遊魚,FICTIONAL_CONTENT
rod-0698,Blue Horizon,TUNAARC,244XHM,Big Game,2.44,XH,Moderate,60,200,25,60,189,60,62,78,55,43700,大型回遊魚,FICTIONAL_CONTENT
rod-0699,Blue Horizon,TUNAARC,254XHM,Big Game,2.54,XH,Moderate,60,200,25,60,192,60,62,78,57,44500,大型回遊魚,FICTIONAL_CONTENT
rod-0700,Blue Horizon,TUNAARC,264XHM,Big Game,2.64,XH,Moderate,60,200,25,60,195,60,58,78,59,45300,大型回遊魚,FICTIONAL_CONTENT
rod-0701,Blue Horizon,TUNAARC,190MHM,Boat Bait,1.9,MH,Moderate,20,80,10,30,159,60,62,72,43,48700,船餌,FICTIONAL_CONTENT
rod-0702,Blue Horizon,TUNAARC,200MHM,Boat Bait,2,MH,Moderate,20,80,10,30,162,60,62,72,45,47900,船餌,FICTIONAL_CONTENT
rod-0703,Blue Horizon,TUNAARC,210MHM,Boat Bait,2.1,MH,Moderate,20,80,10,30,165,60,62,72,47,47100,船餌,FICTIONAL_CONTENT
rod-0704,Blue Horizon,TUNAARC,220MHM,Boat Bait,2.2,MH,Moderate,20,80,10,30,168,60,62,72,50,47900,船餌,FICTIONAL_CONTENT
rod-0705,Blue Horizon,TUNAARC,230MHM,Boat Bait,2.3,MH,Moderate,20,80,10,30,171,60,62,72,52,48700,船餌,FICTIONAL_CONTENT
